sales_order_id,sales_order_number,document_date,customer_id,customer_name,line_number,product_id,product_code,product_name,quantity,unit,standard_price,discount_rate,actual_price,subtotal_amount,tax_amount,total_amount,order_status,document_status,transaction_type,sales_department,salesperson,planned_delivery_date,is_urgent,contract_number,project_name,end_customer,quotation_number,notes,created_date,status
SO0000228,SO-202304-00093,2023-04-13,10016,上海沃土农资技术有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,0.0%,22999.0,68997.0,8969.61,77966.61,已发货,已确认,项目销售,销售一部,郑海,2023-05-07,否,HT-2023-249,上海沃土农资技术有限公司设备采购项目,上海沃土农资技术有限公司,QT-202304-00578,,2023-04-13,Active
SO0000229,SO-202306-00094,2023-06-06,10016,上海沃土农资技术有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,5.4%,43497.15,434971.47,56546.29,491517.76,已发货,已确认,项目销售,销售一部,袁琳,2023-06-25,否,HT-2023-220,2023年襄阳市农业项目,上海沃土农资技术有限公司,QT-202306-00094,,2023-06-06,Active
SO0000230,SO-202306-00094,2023-06-06,10016,上海沃土农资技术有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,12,台,58999,6.9%,54931.48,659177.78,85693.11,744870.89,已发货,已确认,项目销售,销售一部,袁琳,2023-07-20,否,HT-2023-220,2023年襄阳市农业项目,上海沃土农资技术有限公司,QT-202306-00094,,2023-06-06,Active
SO0000231,SO-202405-00095,2024-05-22,10016,上海沃土农资技术有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,4,台,45999,0.0%,45999.0,183996.0,23919.48,207915.48,已发货,已确认,直销,销售一部,吴磊,2024-07-05,否,,,上海沃土农资技术有限公司,QT-202405-00536,,2024-05-22,Active
SO0000232,SO-202405-00096,2024-05-13,10016,上海沃土农资技术有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,2,台,22999,0.0%,22999.0,45998.0,5979.74,51977.74,已发货,已确认,直销,销售一部,谢文,2024-06-03,否,,,上海沃土农资技术有限公司,QT-202405-00537,,2024-05-13,Active
SO0000233,SO-202405-00096,2024-05-13,10016,上海沃土农资技术有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,4,台,58999,0.0%,58999.0,235996.0,30679.48,266675.48,已发货,已确认,直销,销售一部,谢文,2024-06-24,否,,,上海沃土农资技术有限公司,QT-202405-00537,,2024-05-13,Active
SO0000234,SO-202305-00097,2023-05-21,10017,深圳沃土农资科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,3,台,45999,0.0%,45999.0,137997.0,17939.61,155936.61,已发货,已确认,直销,销售一部,王强,2023-06-09,否,,,深圳沃土农资科技有限公司,QT-202305-00602,,2023-05-21,Active
SO0000235,SO-202407-00098,2024-07-18,10017,深圳沃土农资科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,9.1%,41819.81,836396.24,108731.51,945127.75,已发货,已确认,项目销售,销售一部,吴磊,2024-08-31,否,HT-2024-335,2024年重庆市农业项目,深圳沃土农资科技有限公司,QT-202407-00098,,2024-07-18,Active
SO0000236,SO-202407-00098,2024-07-18,10017,深圳沃土农资科技有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,0.0%,58999.0,353994.0,46019.22,400013.22,已发货,已确认,项目销售,销售一部,吴磊,2024-09-05,否,HT-2024-335,2024年重庆市农业项目,深圳沃土农资科技有限公司,QT-202407-00098,,2024-07-18,Active
SO0000237,SO-202407-00098,2024-07-18,10017,深圳沃土农资科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,0.0%,22999.0,114995.0,14949.35,129944.35,已发货,已确认,项目销售,销售一部,吴磊,2024-09-01,否,HT-2024-335,2024年重庆市农业项目,深圳沃土农资科技有限公司,QT-202407-00098,,2024-07-18,Active
SO0000238,SO-202310-00099,2023-10-25,10017,深圳沃土农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,0.0%,58999.0,117998.0,15339.74,133337.74,已发货,已确认,直销,销售一部,刘洋,2023-11-29,否,,,深圳沃土农资科技有限公司,QT-202310-00099,,2023-10-25,Active
SO0000239,SO-202305-00100,2023-05-19,10017,深圳沃土农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,4,台,58999,0.0%,58999.0,235996.0,30679.48,266675.48,已发货,已确认,直销,销售一部,曹磊,2023-06-06,否,,,深圳沃土农资科技有限公司,QT-202305-00603,,2023-05-19,Active
SO0000240,SO-202305-00101,2023-05-03,10018,郑州绿洲农服技术有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,2,台,45999,0.0%,45999.0,91998.0,11959.74,103957.74,已发货,已确认,直销,销售一部,王强,2023-05-21,是,,,郑州绿洲农服技术有限公司,QT-202304-00593,,2023-05-03,Active
SO0000241,SO-202305-00101,2023-05-03,10018,郑州绿洲农服技术有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,0.0%,58999.0,117998.0,15339.74,133337.74,已发货,已确认,直销,销售一部,王强,2023-05-19,是,,,郑州绿洲农服技术有限公司,QT-202304-00593,,2023-05-03,Active
SO0000242,SO-202404-00102,2024-04-30,10018,郑州绿洲农服技术有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,2,台,45999,0.0%,45999.0,91998.0,11959.74,103957.74,已取消,已取消,直销,销售一部,李娜,2024-05-20,否,,,郑州绿洲农服技术有限公司,QT-202404-00102,,2024-04-30,Active
SO0000243,SO-202404-00102,2024-04-30,10018,郑州绿洲农服技术有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,0.0%,58999.0,117998.0,15339.74,133337.74,已取消,已取消,直销,销售一部,李娜,2024-05-19,否,,,郑州绿洲农服技术有限公司,QT-202404-00102,,2024-04-30,Active
SO0000244,SO-202403-00103,2024-03-23,10018,郑州绿洲农服技术有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,3,台,45999,0.0%,45999.0,137997.0,17939.61,155936.61,已发货,已确认,直销,销售一部,冯涛,2024-05-22,否,,,郑州绿洲农服技术有限公司,QT-202403-00103,,2024-03-23,Active
SO0000245,SO-202403-00103,2024-03-23,10018,郑州绿洲农服技术有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,0.0%,22999.0,91996.0,11959.48,103955.48,已发货,已确认,直销,销售一部,冯涛,2024-05-03,否,,,郑州绿洲农服技术有限公司,QT-202403-00103,,2024-03-23,Active
SO0000246,SO-202308-00104,2023-08-17,10018,郑州绿洲农服技术有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,3,台,58999,0.0%,58999.0,176997.0,23009.61,200006.61,已发货,已确认,直销,销售一部,曹磊,2023-09-12,否,,,郑州绿洲农服技术有限公司,QT-202308-00338,,2023-08-17,Active
SO0000247,SO-202403-00105,2024-03-18,10018,郑州绿洲农服技术有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,0.0%,22999.0,91996.0,11959.48,103955.48,已发货,已确认,直销,销售一部,陈静,2024-04-23,否,,,郑州绿洲农服技术有限公司,QT-202403-00105,,2024-03-18,Active
SO0000248,SO-202305-00106,2023-05-02,10019,成都益农农机服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,0.0%,22999.0,68997.0,8969.61,77966.61,已发货,已确认,直销,销售一部,周杰,2023-06-12,否,,,成都益农农机服务有限公司,QT-202304-00594,,2023-05-02,Active
SO0000249,SO-202305-00106,2023-05-02,10019,成都益农农机服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,4,台,58999,0.0%,58999.0,235996.0,30679.48,266675.48,已发货,已确认,直销,销售一部,周杰,2023-06-16,否,,,成都益农农机服务有限公司,QT-202304-00594,,2023-05-02,Active
SO0000250,SO-202403-00107,2024-03-21,10019,成都益农农机服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,4,台,58999,0.0%,58999.0,235996.0,30679.48,266675.48,已发货,已确认,直销,销售一部,张伟,2024-04-27,否,,,成都益农农机服务有限公司,QT-202403-00547,,2024-03-21,Active
SO0000251,SO-202305-00108,2023-05-14,10019,成都益农农机服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,1,台,22999,0.0%,22999.0,22999.0,2989.87,25988.87,已发货,已确认,直销,销售一部,李娜,2023-07-10,否,,,成都益农农机服务有限公司,QT-202305-00604,,2023-05-14,Active
SO0000252,SO-202305-00108,2023-05-14,10019,成都益农农机服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,0.0%,58999.0,294995.0,38349.35,333344.35,已发货,已确认,直销,销售一部,李娜,2023-07-07,否,,,成都益农农机服务有限公司,QT-202305-00604,,2023-05-14,Active
SO0000253,SO-202411-00109,2024-11-08,10019,成都益农农机服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,3,台,45999,0.0%,45999.0,137997.0,17939.61,155936.61,已发货,已确认,直销,销售一部,郑海,2024-11-23,否,,,成都益农农机服务有限公司,QT-202411-00109,,2024-11-08,Active
SO0000254,SO-202409-00110,2024-09-07,10019,成都益农农机服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,15,台,45999,9.1%,41817.16,627257.46,81543.47,708800.93,已发货,已确认,项目销售,销售一部,刘洋,2024-11-04,否,HT-2024-338,沈阳市种植大户应用项目,成都益农农机服务有限公司,QT-202408-00528,,2024-09-07,Active
SO0000255,SO-202409-00110,2024-09-07,10019,成都益农农机服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,0.0%,22999.0,206991.0,26908.83,233899.83,已发货,已确认,项目销售,销售一部,刘洋,2024-10-08,否,HT-2024-338,沈阳市种植大户应用项目,成都益农农机服务有限公司,QT-202408-00528,,2024-09-07,Active
SO0000256,SO-202409-00110,2024-09-07,10019,成都益农农机服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,0.0%,58999.0,294995.0,38349.35,333344.35,已发货,已确认,项目销售,销售一部,刘洋,2024-10-20,否,HT-2024-338,沈阳市种植大户应用项目,成都益农农机服务有限公司,QT-202408-00528,,2024-09-07,Active
SO0000257,SO-202409-00111,2024-09-02,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,12.8%,51439.0,308634.01,40122.42,348756.44,已发货,已确认,项目销售,销售一部,袁琳,2024-09-29,否,HT-2024-268,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202409-00111,,2024-09-02,Active
SO0000258,SO-202409-00111,2024-09-02,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,18,台,45999,8.0%,42302.73,761449.18,98988.39,860437.58,已发货,已确认,项目销售,销售一部,袁琳,2024-09-27,否,HT-2024-268,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202409-00111,,2024-09-02,Active
SO0000259,SO-202409-00111,2024-09-02,10020,南京田园农科服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,12,台,22999,11.2%,20417.49,245009.91,31851.29,276861.2,已发货,已确认,项目销售,销售一部,袁琳,2024-10-09,否,HT-2024-268,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202409-00111,,2024-09-02,Active
SO0000260,SO-202305-00112,2023-05-19,10020,南京田园农科服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,14.8%,19586.39,156691.11,20369.84,177060.95,已发货,已确认,项目销售,销售一部,谢文,2023-06-22,否,HT-2023-309,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00605,,2023-05-19,Active
SO0000261,SO-202305-00112,2023-05-19,10020,南京田园农科服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,8.0%,54275.05,434200.41,56446.05,490646.46,已发货,已确认,项目销售,销售一部,谢文,2023-07-14,否,HT-2023-309,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00605,,2023-05-19,Active
SO0000262,SO-202305-00112,2023-05-19,10020,南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,19,台,45999,10.9%,41003.76,779071.36,101279.28,880350.64,已发货,已确认,项目销售,销售一部,谢文,2023-06-25,否,HT-2023-309,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00605,,2023-05-19,Active
SO0000263,SO-202304-00113,2023-04-18,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,5.7%,55614.52,444916.13,57839.1,502755.22,已发货,已确认,项目销售,销售一部,曹磊,2023-06-01,否,HT-2023-180,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202304-00113,,2023-04-18,Active
SO0000264,SO-202304-00113,2023-04-18,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,18,台,45999,11.3%,40815.47,734678.49,95508.2,830186.69,已发货,已确认,项目销售,销售一部,曹磊,2023-06-07,否,HT-2023-180,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202304-00113,,2023-04-18,Active
SO0000265,SO-202304-00113,2023-04-18,10020,南京田园农科服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,12,台,22999,13.4%,19923.25,239078.94,31080.26,270159.2,已发货,已确认,项目销售,销售一部,曹磊,2023-05-30,否,HT-2023-180,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202304-00113,,2023-04-18,Active
SO0000266,SO-202303-00114,2023-03-31,10020,南京田园农科服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,5.0%,43677.72,349421.77,45424.83,394846.6,已发货,已确认,项目销售,销售一部,郑海,2023-04-21,否,HT-2023-381,2023年无锡市农业项目,南京田园农科服务有限公司,QT-202303-00601,,2023-03-31,Active
SO0000267,SO-202303-00114,2023-03-31,10020,南京田园农科服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,8.5%,53981.87,377873.09,49123.5,426996.59,已发货,已确认,项目销售,销售一部,郑海,2023-05-24,否,HT-2023-381,2023年无锡市农业项目,南京田园农科服务有限公司,QT-202303-00601,,2023-03-31,Active
SO0000268,SO-202303-00114,2023-03-31,10020,南京田园农科服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,14.0%,19787.59,178088.34,23151.48,201239.82,已发货,已确认,项目销售,销售一部,郑海,2023-05-24,否,HT-2023-381,2023年无锡市农业项目,南京田园农科服务有限公司,QT-202303-00601,,2023-03-31,Active
SO0000269,SO-202404-00115,2024-04-10,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,8.3%,54088.57,324531.44,42189.09,366720.53,已发货,已确认,项目销售,销售一部,钱进,2024-05-21,否,HT-2024-275,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202403-00562,,2024-04-10,Active
SO0000270,SO-202404-00115,2024-04-10,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,12.8%,40124.37,441368.1,57377.85,498745.95,已发货,已确认,项目销售,销售一部,钱进,2024-05-24,否,HT-2024-275,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202403-00562,,2024-04-10,Active
SO0000271,SO-202403-00116,2024-03-27,10020,南京田园农科服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,5.5%,43471.59,434715.92,56513.07,491228.99,已发货,已确认,直销,销售一部,谢文,2024-05-03,否,,,南京田园农科服务有限公司,QT-202403-00548,,2024-03-27,Active
SO0000272,SO-202403-00116,2024-03-27,10020,南京田园农科服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,10,台,22999,10.9%,20498.86,204988.59,26648.52,231637.1,已发货,已确认,直销,销售一部,谢文,2024-05-22,否,,,南京田园农科服务有限公司,QT-202403-00548,,2024-03-27,Active
SO0000273,SO-202403-00116,2024-03-27,10020,南京田园农科服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,14.9%,50194.02,451746.18,58727.0,510473.18,已发货,已确认,直销,销售一部,谢文,2024-05-04,否,,,南京田园农科服务有限公司,QT-202403-00548,,2024-03-27,Active
SO0000274,SO-202305-00117,2023-05-22,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,6.2%,55338.74,387371.21,50358.26,437729.47,已发货,已确认,直销,销售一部,赵敏,2023-06-22,否,,,南京田园农科服务有限公司,QT-202305-00606,,2023-05-22,Active
SO0000275,SO-202305-00117,2023-05-22,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,6.6%,42956.09,300692.65,39090.04,339782.7,已发货,已确认,直销,销售一部,赵敏,2023-07-02,否,,,南京田园农科服务有限公司,QT-202305-00606,,2023-05-22,Active
SO0000276,SO-202302-00118,2023-02-23,10020,南京田园农科服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,14.7%,19609.52,58828.55,7647.71,66476.26,已发货,已确认,项目销售,销售一部,陈静,2023-04-02,否,HT-2023-242,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202302-00118,,2023-02-23,Active
SO0000277,SO-202302-00118,2023-02-23,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,15,台,45999,11.6%,40640.53,609607.95,79249.03,688856.99,已发货,已确认,项目销售,销售一部,陈静,2023-04-15,否,HT-2023-242,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202302-00118,,2023-02-23,Active
SO0000278,SO-202302-00118,2023-02-23,10020,南京田园农科服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,18,台,58999,12.6%,51575.93,928366.73,120687.67,1049054.4,已发货,已确认,项目销售,销售一部,陈静,2023-04-04,否,HT-2023-242,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202302-00118,,2023-02-23,Active
SO0000279,SO-202303-00119,2023-03-12,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,3,台,58999,7.0%,54876.93,164630.78,21402.0,186032.78,已发货,已确认,直销,销售一部,冯涛,2023-05-02,否,,,南京田园农科服务有限公司,QT-202303-00602,,2023-03-12,Active
SO0000280,SO-202303-00119,2023-03-12,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,13.7%,39691.94,357227.47,46439.57,403667.04,已发货,已确认,直销,销售一部,冯涛,2023-05-06,否,,,南京田园农科服务有限公司,QT-202303-00602,,2023-03-12,Active
SO0000281,SO-202403-00120,2024-03-25,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,9.8%,53201.03,798015.5,103742.01,901757.51,已发货,已确认,项目销售,销售一部,张伟,2024-05-06,否,HT-2024-018,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202403-00549,,2024-03-25,Active
SO0000282,SO-202403-00120,2024-03-25,10020,南京田园农科服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,14.0%,19778.17,118669.02,15426.97,134095.99,已发货,已确认,项目销售,销售一部,张伟,2024-04-17,否,HT-2024-018,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202403-00549,,2024-03-25,Active
SO0000283,SO-202403-00120,2024-03-25,10020,南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,8.7%,42003.72,336029.73,43683.86,379713.59,已发货,已确认,项目销售,销售一部,张伟,2024-05-04,否,HT-2024-018,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202403-00549,,2024-03-25,Active
SO0000284,SO-202305-00121,2023-05-24,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,11,台,58999,14.1%,50699.34,557692.76,72500.06,630192.82,已发货,已确认,项目销售,销售一部,陈静,2023-06-09,否,HT-2023-208,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00121,,2023-05-24,Active
SO0000285,SO-202305-00121,2023-05-24,10020,南京田园农科服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,14.9%,19575.69,176181.18,22903.55,199084.73,已发货,已确认,项目销售,销售一部,陈静,2023-07-15,否,HT-2023-208,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00121,,2023-05-24,Active
SO0000286,SO-202305-00121,2023-05-24,10020,南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,14.7%,39227.11,353044.0,45895.72,398939.72,已发货,已确认,项目销售,销售一部,陈静,2023-07-23,否,HT-2023-208,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00121,,2023-05-24,Active
SO0000287,SO-202304-00122,2023-04-03,10020,南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,7.6%,54528.88,272644.4,35443.77,308088.17,已发货,已确认,项目销售,销售一部,谢文,2023-04-26,否,HT-2023-494,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202303-00620,,2023-04-03,Active
SO0000288,SO-202304-00122,2023-04-03,10020,南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,19,台,45999,8.7%,42017.62,798334.72,103783.51,902118.24,已发货,已确认,项目销售,销售一部,谢文,2023-05-10,否,HT-2023-494,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202303-00620,,2023-04-03,Active
SO0000289,SO-202304-00123,2023-04-22,10020,南京田园农科服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,9.6%,20780.56,124683.34,16208.83,140892.17,已发货,已确认,项目销售,销售一部,吴磊,2023-05-22,否,HT-2023-175,2023年无锡市农业项目,南京田园农科服务有限公司,QT-202304-00579,,2023-04-22,Active
SO0000290,SO-202304-00123,2023-04-22,10020,南京田园农科服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,17,台,58999,7.3%,54694.38,929804.52,120874.59,1050679.1,已发货,已确认,项目销售,销售一部,吴磊,2023-06-18,否,HT-2023-175,2023年无锡市农业项目,南京田园农科服务有限公司,QT-202304-00579,,2023-04-22,Active
SO0000291,SO-202304-00123,2023-04-22,10020,南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,12.3%,40363.96,242183.76,31483.89,273667.65,已发货,已确认,项目销售,销售一部,吴磊,2023-05-16,否,HT-2023-175,2023年无锡市农业项目,南京田园农科服务有限公司,QT-202304-00579,,2023-04-22,Active
SO0000292,SO-202404-00124,2024-04-26,10021,青岛沃土植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,0.0%,58999.0,294995.0,38349.35,333344.35,已发货,已确认,直销,销售一部,袁琳,2024-05-17,否,,,青岛沃土植保有限公司,QT-202404-00534,,2024-04-26,Active
SO0000293,SO-202403-00125,2024-03-04,10021,青岛沃土植保有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,5,台,45999,0.0%,45999.0,229995.0,29899.35,259894.35,已发货,已确认,直销,销售一部,赵敏,2024-03-26,否,,,青岛沃土植保有限公司,QT-202402-00577,,2024-03-04,Active
SO0000294,SO-202402-00126,2024-02-27,10021,青岛沃土植保有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,0.0%,22999.0,160993.0,20929.09,181922.09,已发货,已确认,项目销售,销售一部,钱进,2024-03-24,否,HT-2024-135,2024年株洲市农业项目,青岛沃土植保有限公司,QT-202402-00573,,2024-02-27,Active
SO0000295,SO-202402-00126,2024-02-27,10021,青岛沃土植保有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,0.0%,45999.0,321993.0,41859.09,363852.09,已发货,已确认,项目销售,销售一部,钱进,2024-03-17,否,HT-2024-135,2024年株洲市农业项目,青岛沃土植保有限公司,QT-202402-00573,,2024-02-27,Active
SO0000296,SO-202312-00127,2023-12-17,10021,青岛沃土植保有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,0.0%,45999.0,367992.0,47838.96,415830.96,已发货,已确认,项目销售,销售一部,王强,2024-02-01,否,HT-2023-182,2023年株洲市农业项目,青岛沃土植保有限公司,QT-202312-00595,,2023-12-17,Active
SO0000297,SO-202312-00127,2023-12-17,10021,青岛沃土植保有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,15,台,22999,9.8%,20739.5,311092.49,40442.02,351534.51,已发货,已确认,项目销售,销售一部,王强,2024-01-05,否,HT-2023-182,2023年株洲市农业项目,青岛沃土植保有限公司,QT-202312-00595,,2023-12-17,Active
SO0000298,SO-202312-00127,2023-12-17,10021,青岛沃土植保有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,20,台,58999,2.3%,57626.53,1152530.57,149828.97,1302359.54,已发货,已确认,项目销售,销售一部,王强,2024-01-05,否,HT-2023-182,2023年株洲市农业项目,青岛沃土植保有限公司,QT-202312-00595,,2023-12-17,Active
SO0000299,SO-202307-00128,2023-07-14,10021,青岛沃土植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,4.9%,56089.41,841341.21,109374.36,950715.56,已发货,已确认,项目销售,销售一部,姚强,2023-08-26,否,HT-2023-447,青岛沃土植保有限公司设备采购项目,青岛沃土植保有限公司,QT-202307-00128,,2023-07-14,Active
SO0000300,SO-202307-00128,2023-07-14,10021,青岛沃土植保有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,8.6%,42060.77,420607.73,54679.01,475286.74,已发货,已确认,项目销售,销售一部,姚强,2023-07-29,否,HT-2023-447,青岛沃土植保有限公司设备采购项目,青岛沃土植保有限公司,QT-202307-00128,,2023-07-14,Active
SO0000301,SO-202307-00128,2023-07-14,10021,青岛沃土植保有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,0.0%,22999.0,114995.0,14949.35,129944.35,已发货,已确认,项目销售,销售一部,姚强,2023-09-09,否,HT-2023-447,青岛沃土植保有限公司设备采购项目,青岛沃土植保有限公司,QT-202307-00128,,2023-07-14,Active
SO0000302,SO-202405-00129,2024-05-19,10021,青岛沃土植保有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,0.0%,22999.0,68997.0,8969.61,77966.61,已发货,已确认,直销,销售一部,刘洋,2024-06-25,否,,,青岛沃土植保有限公司,QT-202405-00129,,2024-05-19,Active
SO0000303,SO-202302-00130,2023-02-13,10021,青岛沃土植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,0.0%,58999.0,117998.0,15339.74,133337.74,已发货,已确认,直销,销售一部,姚强,2023-04-02,否,,,青岛沃土植保有限公司,QT-202302-00130,,2023-02-13,Active
