"customer_id","customer_code","customer_name","customer_level","customer_type","industry_type","industry","primary_industry","secondary_industry","company_size","established_year","annual_revenue","city","province","address","contact_person","contact_phone","contact_email","is_named_customer","has_contract","created_date","status"
10114,CUST-10114,长沙警翼安保服务有限公司,T3,Enterprise,公共安全,公安系统,公共安全,公安系统,大型,2018,357560000,武汉市,湖北省,湖北省武汉市,王丽宇,"19944403809",王丽宇@长沙警翼安.com,是,否,"2023-01-01",Active
10115,CUST-10115,青岛护航警用装备工程有限公司,T3,Enterprise,公共安全,公安系统,公共安全,公安系统,小型,2014,490760000,宜昌市,湖北省,湖北省宜昌市,罗经理,"13483426624",contact@青岛护航警.com,否,否,"2023-01-01",Active
10116,CUST-10116,重庆安泰安全科技有限公司,T3,Enterprise,公共安全,边防海警,公共安全,边防海警,中型,2010,231880000,福州市,福建省,福建省福州市,罗项目经理,"19463512350",contact@重庆安泰安.com,否,否,"2023-01-01",Active
10117,CUST-10117,长沙安盾安全科技有限公司,T3,SMB,公共安全,应急管理,公共安全,应急管理,微型,2010,193310000,长沙市,湖南省,湖南省长沙市,沈琴斌,"15147036629",沈琴斌@长沙安盾安.com,是,是,"2023-01-01",Active
10118,CUST-10118,天津盾牌安全工程有限公司,T3,Enterprise,公共安全,边防海警,公共安全,边防海警,微型,2014,24990000,绵阳市,四川省,四川省绵阳市,林总监,"15407209235",contact@天津盾牌安.com,否,否,"2023-01-01",Active
10119,CUST-10119,郑州安通安全技术科技有限公司,T2,SMB,公共安全,消防救援,公共安全,消防救援,大型,2022,242180000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,赵部门经理,"18529520110",contact@郑州安通安.com,否,是,"2023-01-01",Active
10120,CUST-10120,郑州安盾安全技术技术有限公司,T3,SMB,公共安全,应急管理,公共安全,应急管理,微型,2015,341310000,宜昌市,湖北省,湖北省宜昌市,胡部门经理,"17960226208",contact@郑州安盾安.com,否,否,"2023-01-01",Active
10121,CUST-10121,深圳电网电力股份有限公司,T2,Enterprise,能源,光伏巡检,能源,光伏巡检,小型,2021,43550000,西安市,陕西省,陕西省西安市,高项目经理,"19682152066",contact@深圳电网电.com,否,是,"2023-01-01",Active
10122,CUST-10122,厦门新能源风电技术有限公司,T2,Enterprise,能源,光伏巡检,能源,光伏巡检,中型,2011,132710000,长沙市,湖南省,湖南省长沙市,徐琴,"15354193540",徐琴@厦门新能源.com,是,是,"2023-01-01",Active
10123,CUST-10123,天津能源电力技术有限公司,T3,SMB,能源,电力巡检,能源,电力巡检,小型,2016,470840000,珠海市,广东省,广东省珠海市,袁文鑫,"18664461415",袁文鑫@天津能源电.com,是,是,"2023-01-01",Active
10124,CUST-10124,苏州风能电网集团有限公司,T2,Enterprise,能源,管道巡检,能源,管道巡检,小型,2012,362300000,上海市,上海市,上海市上海市,潘刚颖,"19295381429",潘刚颖@苏州风能电.com,是,是,"2023-01-01",Active
10125,CUST-10125,长沙新能源光伏股份有限公司,T3,Enterprise,能源,电网维护,能源,电网维护,小型,2012,107140000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,肖芳,"17861639583",肖芳@长沙新能源.com,是,是,"2023-01-01",Active
10126,CUST-10126,重庆能源科技电力技术有限公司,T1,SMB,能源,电网维护,能源,电网维护,小型,2012,410610000,苏州市,江苏省,江苏省苏州市,田强,"17759737342",田强@重庆能源科.com,是,是,"2023-01-01",Active
10127,CUST-10127,厦门电网新能源有限公司,T2,Enterprise,能源,电网维护,能源,电网维护,小型,2023,370370000,珠海市,广东省,广东省珠海市,徐浩艳,"13986090690",徐浩艳@厦门电网新.com,是,是,"2023-01-01",Active
10128,CUST-10128,深圳能控新能源集团有限公司,T3,Enterprise,能源,电网维护,能源,电网维护,大型,2017,412010000,长沙市,湖南省,湖南省长沙市,杜波,"19411032572",杜波@深圳能控新.com,是,否,"2023-01-01",Active
10129,CUST-10129,成都国电能源集团有限公司,T2,Enterprise,能源,管道巡检,能源,管道巡检,大型,2021,40260000,宜昌市,湖北省,湖北省宜昌市,郭萍,"15572022811",郭萍@成都国电能.com,是,是,"2023-01-01",Active
10130,CUST-10130,沈阳华能能源有限公司,T2,Enterprise,能源,光伏巡检,能源,光伏巡检,微型,2012,499500000,德阳市,四川省,四川省德阳市,梁刚梅,"17652955706",梁刚梅@沈阳华能能.com,是,是,"2023-01-01",Active
10131,CUST-10131,西安智电新能源股份有限公司,T2,Enterprise,能源,电力巡检,能源,电力巡检,小型,2016,404290000,广州市,广东省,广东省广州市,曹建丽,"18366578178",曹建丽@西安智电新.com,是,是,"2023-01-01",Active
10132,CUST-10132,大连华能风电科技有限公司,T3,SMB,能源,电网维护,能源,电网维护,中型,2022,105420000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,陈总监,"18652681586",contact@大连华能风.com,否,否,"2023-01-01",Active
10133,CUST-10133,沈阳智电新能源股份有限公司,T2,Enterprise,能源,电力巡检,能源,电力巡检,微型,2018,300650000,西安市,陕西省,陕西省西安市,周项目经理,"15331009561",contact@沈阳智电新.com,否,是,"2023-01-01",Active
10134,CUST-10134,深圳能达能源集团有限公司,T2,Enterprise,能源,电网维护,能源,电网维护,大型,2023,71440000,咸阳市,陕西省,陕西省咸阳市,林颖萍,"18243811545",林颖萍@深圳能达能.com,是,是,"2023-01-01",Active
10135,CUST-10135,重庆能控新能源技术有限公司,T3,Enterprise,能源,光伏巡检,能源,光伏巡检,微型,2010,374730000,大连市,辽宁省,辽宁省大连市,吴经理,"19309009538",contact@重庆能控新.com,否,是,"2023-01-01",Active
10136,CUST-10136,西安能源电力科技有限公司,T2,Enterprise,能源,风电运维,能源,风电运维,大型,2016,245570000,南京市,江苏省,江苏省南京市,唐阳鑫,"17698967370",唐阳鑫@西安能源电.com,是,是,"2023-01-01",Active
10137,CUST-10137,哈尔滨新能电网集团有限公司,T3,Enterprise,能源,电网维护,能源,电网维护,大型,2010,90800000,绍兴市,浙江省,浙江省绍兴市,胡总监,"17963251765",contact@哈尔滨新能.com,否,是,"2023-01-01",Active
10138,CUST-10138,广州阳光新能源股份有限公司,T2,Enterprise,能源,光伏巡检,能源,光伏巡检,中型,2016,405020000,德阳市,四川省,四川省德阳市,蒋洋,"17737506993",蒋洋@广州阳光新.com,是,是,"2023-01-01",Active
10139,CUST-10139,武汉电信新能源股份有限公司,T2,Enterprise,能源,电网维护,能源,电网维护,小型,2017,11900000,青岛市,山东省,山东省青岛市,张部门经理,"17455665802",contact@武汉电信新.com,否,是,"2023-01-01",Active
10140,CUST-10140,武汉能源能源有限公司,T3,Enterprise,能源,电力巡检,能源,电力巡检,小型,2020,380100000,洛阳市,河南省,河南省洛阳市,陈总监,"19344322679",contact@武汉能源能.com,否,否,"2023-01-01",Active
10141,CUST-10141,上海智慧物流配送科技有限公司,T2,Enterprise,物流,仓储物流,物流,仓储物流,大型,2014,469010000,沈阳市,辽宁省,辽宁省沈阳市,许宁,"13471904990",许宁@上海智慧物.com,是,是,"2023-01-01",Active
10142,CUST-10142,济南云仓配送科技有限公司,T3,SMB,物流,供应链,物流,供应链,小型,2018,457240000,厦门市,福建省,福建省厦门市,赵总监,"17247395716",contact@济南云仓配.com,否,是,"2023-01-01",Active
10143,CUST-10143,西安京东货运有限公司,T1,Enterprise,物流,供应链,物流,供应链,大型,2011,271860000,长沙市,湖南省,湖南省长沙市,丁丽芳,"17870257350",丁丽芳@西安京东货.com,是,是,"2023-01-01",Active
10144,CUST-10144,武汉顺丰配送服务有限公司,T2,Enterprise,物流,末端配送,物流,末端配送,中型,2016,428870000,广州市,广东省,广东省广州市,朱经理,"18612656440",contact@武汉顺丰配.com,否,是,"2023-01-01",Active
10145,CUST-10145,长沙申通配送科技有限公司,T3,SMB,物流,仓储物流,物流,仓储物流,大型,2020,377260000,无锡市,江苏省,江苏省无锡市,李项目经理,"15674615376",contact@长沙申通配.com,否,是,"2023-01-01",Active
10146,CUST-10146,长沙仓储货运股份有限公司,T3,Enterprise,物流,货运,物流,货运,大型,2023,261170000,北京市,北京市,北京市北京市,罗项目经理,"18300050585",contact@长沙仓储货.com,否,是,"2023-01-01",Active
10147,CUST-10147,上海申通货运科技有限公司,T3,Enterprise,物流,快递配送,物流,快递配送,小型,2019,396030000,重庆市,重庆市,重庆市重庆市,林部门经理,"13459748735",contact@上海申通货.com,否,是,"2023-01-01",Active
10148,CUST-10148,青岛物流通配送集团有限公司,T2,Enterprise,物流,货运,物流,货运,中型,2023,331440000,烟台市,山东省,山东省烟台市,周采购主管,"18392956587",contact@青岛物流通.com,否,是,"2023-01-01",Active
10149,CUST-10149,郑州物流通快递股份有限公司,T1,Enterprise,物流,供应链,物流,供应链,大型,2021,221920000,株洲市,湖南省,湖南省株洲市,赵雪文,"17709650444",赵雪文@郑州物流通.com,是,是,"2023-01-01",Active
10150,CUST-10150,青岛物流通货运服务有限公司,T3,Enterprise,物流,末端配送,物流,末端配送,大型,2016,439600000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,蔡玲,"13298407302",蔡玲@青岛物流通.com,是,否,"2023-01-01",Active
10151,CUST-10151,南京云仓配送科技有限公司,T3,SMB,物流,快递配送,物流,快递配送,微型,2013,293770000,重庆市,重庆市,重庆市重庆市,何部门经理,"17453932473",contact@南京云仓配.com,否,否,"2023-01-01",Active
10152,CUST-10152,西安速运货运服务有限公司,T2,Enterprise,物流,仓储物流,物流,仓储物流,中型,2010,438640000,北京市,北京市,北京市北京市,马经理,"13599714064",contact@西安速运货.com,否,是,"2023-01-01",Active
10153,CUST-10153,西安快达供应链科技有限公司,T2,Enterprise,物流,快递配送,物流,快递配送,小型,2015,403800000,大连市,辽宁省,辽宁省大连市,肖梅,"15335287540",肖梅@西安快达供.com,是,是,"2023-01-01",Active
10154,CUST-10154,哈尔滨物流通配送服务有限公司,T3,Enterprise,物流,货运,物流,货运,中型,2022,163170000,咸阳市,陕西省,陕西省咸阳市,胡经理,"19945432844",contact@哈尔滨物流.com,否,否,"2023-01-01",Active
10155,CUST-10155,青岛速运供应链有限公司,T1,Enterprise,物流,快递配送,物流,快递配送,中型,2019,352700000,重庆市,重庆市,重庆市重庆市,邓霞娜,"15276670424",邓霞娜@青岛速运供.com,是,是,"2023-01-01",Active
10156,CUST-10156,天津清洁能源环境监测科技有限公司,T3,Enterprise,环保,大气监测,环保,大气监测,中型,2018,258590000,济南市,山东省,山东省济南市,黄总监,"19236737888",contact@天津清洁能.com,否,是,"2023-01-01",Active
10157,CUST-10157,武汉生态保护环境监测科技有限公司,T3,SMB,环保,生态调查,环保,生态调查,中型,2013,302870000,咸阳市,陕西省,陕西省咸阳市,王健,"17266560311",王健@武汉生态保.com,是,否,"2023-01-01",Active
10158,CUST-10158,济南绿色环保环保工程有限公司,T2,Enterprise,环保,环境监测,环保,环境监测,微型,2019,11250000,福州市,福建省,福建省福州市,赵部门经理,"15321278458",contact@济南绿色环.com,否,是,"2023-01-01",Active
10159,CUST-10159,杭州清洁能源环境监测工程有限公司,T1,Enterprise,环保,水务管理,环保,水务管理,大型,2016,288670000,福州市,福建省,福建省福州市,蒋欣萍,"15679562681",蒋欣萍@杭州清洁能.com,是,是,"2023-01-01",Active
10160,CUST-10160,大连环保水务工程有限公司,T1,Enterprise,环保,生态调查,环保,生态调查,小型,2013,198760000,温州市,浙江省,浙江省温州市,沈帆鹏,"15808897689",沈帆鹏@大连环保水.com,是,是,"2023-01-01",Active
10161,CUST-10161,苏州绿色环境监测有限公司,T2,Enterprise,环保,污染治理,环保,污染治理,微型,2010,226710000,重庆市,重庆市,重庆市重庆市,高浩晨,"18943751263",高浩晨@苏州绿色环.com,是,是,"2023-01-01",Active
10162,CUST-10162,北京环境水务科技有限公司,T2,Enterprise,环保,大气监测,环保,大气监测,微型,2012,495410000,武汉市,湖北省,湖北省武汉市,马总监,"19608436962",contact@北京环境水.com,否,是,"2023-01-01",Active
10163,CUST-10163,上海环境保护生态科技有限公司,T1,SMB,环保,环境监测,环保,环境监测,微型,2016,366220000,大连市,辽宁省,辽宁省大连市,胡梅艳,"19243980993",胡梅艳@上海环境保.com,是,是,"2023-01-01",Active
10164,CUST-10164,青岛环保环保工程有限公司,T2,Enterprise,环保,环境监测,环保,环境监测,小型,2016,442490000,上海市,上海市,上海市上海市,梁建霞,"19747382621",梁建霞@青岛环保环.com,是,是,"2023-01-01",Active
10165,CUST-10165,上海环达环境监测技术有限公司,T1,SMB,环保,污染治理,环保,污染治理,中型,2023,219210000,福州市,福建省,福建省福州市,陈阳浩,"17116464447",陈阳浩@上海环达环.com,是,是,"2023-01-01",Active
10166,CUST-10166,杭州环境保护生态工程有限公司,T1,Enterprise,环保,水务管理,环保,水务管理,中型,2016,157840000,厦门市,福建省,福建省厦门市,马磊,"19445331485",马磊@杭州环境保.com,是,是,"2023-01-01",Active
10167,CUST-10167,沈阳环保科技环境监测科技有限公司,T3,SMB,环保,大气监测,环保,大气监测,小型,2015,337070000,烟台市,山东省,山东省烟台市,吴总监,"18600368062",contact@沈阳环保科.com,否,否,"2023-01-01",Active
10168,CUST-10168,浙江大学机器人研究所研究所,T2,SMB,教育科研,科研院所,教育科研,科研院所,大型,2013,332430000,杭州市,浙江省,浙江省杭州市,黄部门经理,"18500721199",contact@浙江大学机.com,否,是,"2023-01-01",Active
10169,CUST-10169,哈尔滨工业大学自动化学院研究中心,T1,Government,教育科研,高等院校,教育科研,高等院校,大型,2018,362520000,株洲市,湖南省,湖南省株洲市,余婷斌,"18112724887",余婷斌@哈尔滨工业.com,是,是,"2023-01-01",Active
10170,CUST-10170,哈尔滨工业大学机械学院,T1,Enterprise,教育科研,培训机构,教育科研,培训机构,中型,2011,64120000,烟台市,山东省,山东省烟台市,吕鹏华,"19259877461",吕鹏华@哈尔滨工业.com,是,是,"2023-01-01",Active
10171,CUST-10171,西安交通大学遥感研究所实验室,T1,Government,教育科研,高等院校,教育科研,高等院校,小型,2016,301800000,大连市,辽宁省,辽宁省大连市,蔡毅辉,"19361142486",蔡毅辉@西安交通大.com,是,是,"2023-01-01",Active
10172,CUST-10172,北京大学电子学院研究所,T3,Government,教育科研,高等院校,教育科研,高等院校,微型,2016,363210000,长沙市,湖南省,湖南省长沙市,程强,"18160252954",程强@北京大学电.com,是,否,"2023-01-01",Active
10173,CUST-10173,武汉大学自动化学院实验室,T2,SMB,教育科研,培训机构,教育科研,培训机构,小型,2019,63490000,上海市,上海市,上海市上海市,陈部门经理,"19145689604",contact@武汉大学自.com,否,是,"2023-01-01",Active
10174,CUST-10174,哈尔滨工业大学自动化学院研究所,T1,Government,教育科研,高等院校,教育科研,高等院校,小型,2018,370300000,南京市,江苏省,江苏省南京市,苏斌,"13292580427",苏斌@哈尔滨工业.com,是,是,"2023-01-01",Active
10175,CUST-10175,西安交通大学机械学院研究中心,T3,SMB,教育科研,培训机构,教育科研,培训机构,小型,2012,370590000,宁波市,浙江省,浙江省宁波市,李部门经理,"15708485104",contact@西安交通大.com,否,是,"2023-01-01",Active
10176,CUST-10176,华中科技大学机器人研究所研究所,T3,Enterprise,教育科研,培训机构,教育科研,培训机构,大型,2018,489540000,重庆市,重庆市,重庆市重庆市,刘采购主管,"17157656107",contact@华中科技大.com,否,是,"2023-01-01",Active
10177,CUST-10177,中国林业科学院机械学院实验室,T1,SMB,教育科研,职业院校,教育科研,职业院校,大型,2020,180120000,洛阳市,河南省,河南省洛阳市,胡勇,"18626781451",胡勇@中国林业科.com,是,是,"2023-01-01",Active
10178,CUST-10178,中山大学自动化学院实验室,T1,Government,教育科研,培训机构,教育科研,培训机构,大型,2022,406410000,珠海市,广东省,广东省珠海市,袁红,"17956905222",袁红@中山大学自.com,是,是,"2023-01-01",Active
10179,CUST-10179,北京航空航天大学机械学院实验室,T1,Government,教育科研,培训机构,教育科研,培训机构,小型,2015,70820000,福州市,福建省,福建省福州市,陈艳燕,"13105578324",陈艳燕@北京航空航.com,是,是,"2023-01-01",Active
10180,CUST-10180,北京航空航天大学遥感研究所,T3,Enterprise,教育科研,高等院校,教育科研,高等院校,大型,2012,283440000,大连市,辽宁省,辽宁省大连市,刘采购主管,"18698058121",contact@北京航空航.com,否,是,"2023-01-01",Active
10181,CUST-10181,国防科技大学,T2,SMB,教育科研,培训机构,教育科研,培训机构,大型,2014,272190000,洛阳市,河南省,河南省洛阳市,李鑫强,"18936626463",李鑫强@国防科技大.com,是,是,"2023-01-01",Active
10182,CUST-10182,清华大学机器人研究所,T1,SMB,教育科研,培训机构,教育科研,培训机构,中型,2012,177230000,郑州市,河南省,河南省郑州市,袁丽,"17388199600",袁丽@清华大学机.com,是,是,"2023-01-01",Active
10183,CUST-10183,哈尔滨电子科技经销有限公司,T3,Enterprise,渠道经销,一级代理商,渠道经销,一级代理商,大型,2011,163680000,襄阳市,湖北省,湖北省襄阳市,何经理,"17278604592",contact@哈尔滨电子.com,否,否,"2023-01-01",Active
10184,CUST-10184,长沙飞行器无人机贸易有限公司,T2,Enterprise,渠道经销,一级代理商,渠道经销,一级代理商,大型,2011,170560000,绵阳市,四川省,四川省绵阳市,杜玲阳,"15648334433",杜玲阳@长沙飞行器.com,是,是,"2023-01-01",Active
10185,CUST-10185,哈尔滨智能电子贸易有限公司,T3,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,微型,2017,446350000,福州市,福建省,福建省福州市,马经理,"19841351411",contact@哈尔滨智能.com,否,否,"2023-01-01",Active
10186,CUST-10186,西安飞天航空科技销售有限公司,T2,SMB,渠道经销,一级代理商,渠道经销,一级代理商,中型,2015,205400000,重庆市,重庆市,重庆市重庆市,李鹏娟,"17588909690",李鹏娟@西安飞天航.com,是,是,"2023-01-01",Active
10187,CUST-10187,武汉天空科技经销有限公司,T3,Enterprise,渠道经销,一级代理商,渠道经销,一级代理商,微型,2015,45020000,绵阳市,四川省,四川省绵阳市,马总监,"17147978060",contact@武汉天空科.com,否,否,"2023-01-01",Active
10188,CUST-10188,苏州天翼无人机贸易有限公司,T3,Enterprise,渠道经销,二级经销商,渠道经销,二级经销商,小型,2018,280420000,重庆市,重庆市,重庆市重庆市,梁萍杰,"18348952994",梁萍杰@苏州天翼无.com,是,是,"2023-01-01",Active
10189,CUST-10189,厦门智飞电子代理有限公司,T3,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,中型,2017,389100000,佛山市,广东省,广东省佛山市,赵采购主管,"18517509245",contact@厦门智飞电.com,否,是,"2023-01-01",Active
10190,CUST-10190,天津空中航空科技经销有限公司,T1,SMB,渠道经销,一级代理商,渠道经销,一级代理商,中型,2015,214630000,沈阳市,辽宁省,辽宁省沈阳市,朱阳梅,"15591291025",朱阳梅@天津空中航.com,是,是,"2023-01-01",Active
10191,CUST-10191,苏州飞控航空科技经销有限公司,T1,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,微型,2019,75860000,株洲市,湖南省,湖南省株洲市,叶龙,"17477940931",叶龙@苏州飞控航.com,是,是,"2023-01-01",Active
10192,CUST-10192,哈尔滨飞控数码代理有限公司,T3,Enterprise,渠道经销,一级代理商,渠道经销,一级代理商,小型,2011,157350000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,朱总监,"17225572934",contact@哈尔滨飞控.com,否,是,"2023-01-01",Active
10193,CUST-10193,天津智翔无人机销售有限公司,T1,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,微型,2012,319940000,郑州市,河南省,河南省郑州市,苏燕娟,"19844567935",苏燕娟@天津智翔无.com,是,是,"2023-01-01",Active
10194,CUST-10194,西安飞控无人机贸易有限公司,T3,Enterprise,渠道经销,二级经销商,渠道经销,二级经销商,小型,2012,123610000,珠海市,广东省,广东省珠海市,赵部门经理,"17584258607",contact@西安飞控无.com,否,否,"2023-01-01",Active
10195,CUST-10195,郑州航拍科技销售有限公司,T2,SMB,渠道经销,二级经销商,渠道经销,二级经销商,中型,2023,252620000,北京市,北京市,北京市北京市,孙总监,"19642709938",contact@郑州航拍科.com,否,是,"2023-01-01",Active
10196,CUST-10196,武汉航天航空科技经销有限公司,T3,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,中型,2011,371530000,咸阳市,陕西省,陕西省咸阳市,何总监,"13954570592",contact@武汉航天航.com,否,否,"2023-01-01",Active
10197,CUST-10197,青岛天翼无人机经销有限公司,T3,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,大型,2014,356930000,大连市,辽宁省,辽宁省大连市,高鹏杰,"17682014641",高鹏杰@青岛天翼无.com,是,是,"2023-01-01",Active
10198,CUST-10198,沈阳智翔科技代理有限公司,T3,Enterprise,渠道经销,零售商,渠道经销,零售商,微型,2014,229440000,上海市,上海市,上海市上海市,吕静红,"13571447714",吕静红@沈阳智翔科.com,是,是,"2023-01-01",Active
10199,CUST-10199,哈尔滨电子电子经销有限公司,T3,Enterprise,渠道经销,系统集成商,渠道经销,系统集成商,中型,2022,136410000,厦门市,福建省,福建省厦门市,郭晨浩,"15964835149",郭晨浩@哈尔滨电子.com,是,是,"2023-01-01",Active
10200,CUST-10200,南京电子无人机代理有限公司,T1,Enterprise,渠道经销,零售商,渠道经销,零售商,小型,2019,176200000,东莞市,广东省,广东省东莞市,谢欣云,"19829392084",谢欣云@南京电子无.com,是,是,"2023-01-01",Active
10201,CUST-10201,深圳天空航空科技代理有限公司,T3,Enterprise,渠道经销,二级经销商,渠道经销,二级经销商,中型,2021,212080000,苏州市,江苏省,江苏省苏州市,任芳,"15917626034",任芳@深圳天空航.com,是,是,"2023-01-01",Active
10202,CUST-10202,大连智飞航空科技销售有限公司,T3,Enterprise,渠道经销,零售商,渠道经销,零售商,微型,2017,50490000,珠海市,广东省,广东省珠海市,朱经理,"13532557724",contact@大连智飞航.com,否,否,"2023-01-01",Active
10203,CUST-10203,济南工建工程测量技术有限公司,T1,SMB,建筑工程,BIM应用,建筑工程,BIM应用,微型,2020,201210000,重庆市,重庆市,重庆市重庆市,宋霞莉,"15560883210",宋霞莉@济南工建工.com,是,是,"2023-01-01",Active
10204,CUST-10204,沈阳建测建设股份有限公司,T3,Enterprise,建筑工程,建筑设计,建筑工程,建筑设计,中型,2019,149230000,北京市,北京市,北京市北京市,胡采购主管,"19830125895",contact@沈阳建测建.com,否,是,"2023-01-01",Active
10205,CUST-10205,北京工程工程测量集团有限公司,T2,Enterprise,建筑工程,建筑设计,建筑工程,建筑设计,大型,2013,252040000,福州市,福建省,福建省福州市,梁红,"13884651200",梁红@北京工程工.com,是,是,"2023-01-01",Active
10206,CUST-10206,重庆工程BIM技术集团有限公司,T3,SMB,建筑工程,施工监理,建筑工程,施工监理,大型,2019,426990000,武汉市,湖北省,湖北省武汉市,宋洋,"15572553155",宋洋@重庆工程b.com,是,是,"2023-01-01",Active
10207,CUST-10207,武汉施工工程集团有限公司,T2,Enterprise,建筑工程,施工监理,建筑工程,施工监理,大型,2011,92750000,株洲市,湖南省,湖南省株洲市,丁娟婷,"13733050169",丁娟婷@武汉施工工.com,是,是,"2023-01-01",Active
10208,CUST-10208,南京建筑设计建设技术有限公司,T3,Enterprise,建筑工程,施工监理,建筑工程,施工监理,小型,2020,56210000,宜昌市,湖北省,湖北省宜昌市,王采购主管,"15694205108",contact@南京建筑设.com,否,是,"2023-01-01",Active
10209,CUST-10209,青岛建模工程股份有限公司,T2,Enterprise,建筑工程,工程测量,建筑工程,工程测量,中型,2018,398750000,南京市,江苏省,江苏省南京市,李部门经理,"19302557660",contact@青岛建模工.com,否,是,"2023-01-01",Active
10210,CUST-10210,哈尔滨建筑设计工程测量有限公司,T3,Enterprise,建筑工程,BIM应用,建筑工程,BIM应用,微型,2020,390230000,咸阳市,陕西省,陕西省咸阳市,刘丽,"13667243311",刘丽@哈尔滨建筑.com,是,是,"2023-01-01",Active
10211,CUST-10211,上海建设工程测量集团有限公司,T3,Enterprise,建筑工程,建筑设计,建筑工程,建筑设计,中型,2022,309680000,襄阳市,湖北省,湖北省襄阳市,宋洋,"13117920106",宋洋@上海建设工.com,是,否,"2023-01-01",Active
10212,CUST-10212,北京建设工程集团有限公司,T2,Enterprise,建筑工程,基建项目,建筑工程,基建项目,微型,2016,460930000,青岛市,山东省,山东省青岛市,朱芳玲,"18188506190",朱芳玲@北京建设工.com,是,是,"2023-01-01",Active
10213,CUST-10213,沈阳建工施工工程有限公司,T2,Enterprise,建筑工程,施工监理,建筑工程,施工监理,小型,2016,385320000,济南市,山东省,山东省济南市,吴健强,"13433041955",吴健强@沈阳建工施.com,是,是,"2023-01-01",Active
10214,CUST-10214,杭州建科工程技术有限公司,T3,Enterprise,建筑工程,BIM应用,建筑工程,BIM应用,大型,2016,77010000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,胡项目经理,"18757448675",contact@杭州建科工.com,否,是,"2023-01-01",Active
10215,CUST-10215,厦门景区文化发展有限公司,T1,Enterprise,文旅,景区运营,文旅,景区运营,中型,2021,334460000,沈阳市,辽宁省,辽宁省沈阳市,潘杰波,"13147285340",潘杰波@厦门景区文.com,是,是,"2023-01-01",Active
10216,CUST-10216,广州文化旅游旅游有限公司,T3,Enterprise,文旅,主题公园,文旅,主题公园,小型,2013,273790000,广州市,广东省,广东省广州市,张燕艳,"17391261014",张燕艳@广州文化旅.com,是,是,"2023-01-01",Active
10217,CUST-10217,成都旅游集团文化管理有限公司,T3,Enterprise,文旅,文化遗产,文旅,文化遗产,大型,2016,46170000,上海市,上海市,上海市上海市,徐总监,"18403124688",contact@成都旅游集.com,否,是,"2023-01-01",Active
10218,CUST-10218,济南景区管理旅游集团有限公司,T3,Enterprise,文旅,景区运营,文旅,景区运营,中型,2014,370490000,上海市,上海市,上海市上海市,杨经理,"17894113665",contact@济南景区管.com,否,否,"2023-01-01",Active
10219,CUST-10219,杭州景区管理文旅有限公司,T2,Enterprise,文旅,文化遗产,文旅,文化遗产,中型,2010,269720000,沈阳市,辽宁省,辽宁省沈阳市,于宁,"13350179421",于宁@杭州景区管.com,是,是,"2023-01-01",Active
10220,CUST-10220,天津旅游发展文化管理有限公司,T2,Enterprise,文旅,旅游开发,文旅,旅游开发,大型,2022,431770000,福州市,福建省,福建省福州市,高采购主管,"18892510222",contact@天津旅游发.com,否,是,"2023-01-01",Active
10221,CUST-10221,深圳景区管理文化旅游有限公司,T3,Enterprise,文旅,文化遗产,文旅,文化遗产,大型,2010,152690000,西安市,陕西省,陕西省西安市,田娟,"19543516366",田娟@深圳景区管.com,是,否,"2023-01-01",Active
10222,CUST-10222,哈尔滨文化创意文化旅游集团有限公司,T3,Enterprise,文旅,景区运营,文旅,景区运营,微型,2011,388900000,福州市,福建省,福建省福州市,赵总监,"19166875719",contact@哈尔滨文化.com,否,是,"2023-01-01",Active
10223,CUST-10223,长沙新华保险财产保险分公司,T2,SMB,保险,财产保险,保险,财产保险,微型,2014,79580000,绍兴市,浙江省,浙江省绍兴市,吴部门经理,"13269238221",contact@长沙新华保.com,否,是,"2023-01-01",Active
10224,CUST-10224,南京人保财险农业保险分公司,T3,Government,保险,农业保险,保险,农业保险,中型,2011,467060000,福州市,福建省,福建省福州市,杨经理,"15481975879",contact@南京人保财.com,否,否,"2023-01-01",Active
10225,CUST-10225,天津农业保险人寿保险股份有限公司,T2,Enterprise,保险,责任保险,保险,责任保险,中型,2011,303800000,宜昌市,湖北省,湖北省宜昌市,罗涛华,"13963177562",罗涛华@天津农业保.com,是,是,"2023-01-01",Active
10226,CUST-10226,深圳阳光保险财产保险有限公司,T3,Enterprise,保险,财产保险,保险,财产保险,大型,2019,385110000,深圳市,广东省,广东省深圳市,刘敏,"17972680546",刘敏@深圳阳光保.com,是,否,"2023-01-01",Active
